S.No.,Rule,Support,Lift,Confidence
1,KS ORGANIC NO-SALT 14.5OZ  , KS ORGANIC NO-SALT 14.5OZ,0.5,2,1
2,KS GARLIC & MED SEA SALT  , KS GARLIC & MED SEA SALT,0.5,2,1
3,412086 PARSLEY FLAKES  , KS GARLIC & MED SEA SALT,0.5,2,1
4,KS GARLIC & MED SEA SALT  , 412086 PARSLEY FLAKES,0.5,2,1
5,412086 PARSLEY FLAKES  , 412086 PARSLEY FLAKES,0.5,2,1
